raceid	year	stcd	state	seat	party	redist	fr	law	candnumber	prez	votep	type	incname	candidate	candvotes	tvotes	candpct	winner	inc	definc	gender	qual	office	runoff
"201433021"	2014	"3302"	"north carolina"	0	1	0	0	2	3	42.119998931884766	42.599998474121094	1	"ELLMERS, RENEE L."	"aiken_clay"	11678	28582	0.4085788130760193	1	0		0			0
"201414071"	2014	"1407"	"indiana"	1	1	0	0	0	4	63.9900016784668	62.900001525878906	1	"CARSON, ANDRE"	"ajabu_mmoja"	782	21827	0.035827185958623886	0	0		0			0
"201810130"	2018	"1013"	"georgia"	1	0	0	0	0	2	27.25		1	"SCOTT, DAVID"	"akinkugbe_femi"	1315	18790	0.06998403370380402	0	0		0			0
"201809170"	2018	"0917"	"florida"	3	0	0	9	1	3	63.9900016784668	64.3499984741211	1	"ROONEY, TOM"	"akins_bill"	15142	78534	0.19280821084976196	0	0		0			0
"201243331_p"	2012	"4333"	"texas"	4	1	1	9	0	11	72.6500015258789		1		"alameel_david"	2064	18868	0.10939156264066696	0	0		0			1
"201644021"	2016	"4402"	"utah"	0	1	0	0	2	1	31.760000228881836	34.86000061035156	0	"STEWART, CHRIS"	"albarran_charlene"	1	1	1.0	1	0		1			0
"201642090"	2016	"4209"	"tennessee"	1	0	0	0	0	1	20.349998474121094	23.719999313354492	0	"COHEN, STEPHEN I."	"alberson_wayne"	8381	8381	1.0	1	0		0			0
"201840040_p"	2018	"4004"	"south carolina"	3	0	0	9	0	13	63.56999969482422	68.41999816894531	1	"GOWDY, TREY"	"albert_dan"	510	67090	0.00760172912850976	0	0		0			1
"201835121"	2018	"3512"	"ohio"	0	1	0	3	0	5	44.060001373291016	30.950000762939453	1	"BLADERSON, TROY"	"albertson_ed"	3531	42587	0.0829126238822937	0	0		0			0
"201635121"	2016	"3512"	"ohio"	0	1	0	0	0	1	44.060001373291016	28.950000762939453	0	"TIBERI, PAT"	"albertson_ed"	48537	48537	1.0	1	0		0			0
"201822031"	2018	"2203"	"michigan"	0	1	0	0	0	2	44.9900016784668	38.68000030517578	1	"AMASH, JUSTIN"	"albro_cathy"	42619	62522	0.6816640496253967	1	0		1			0
"201420071"	2014	"2007"	"maryland"	1	1	0	0	1	3	77.16000366210938	78.5999984741211	1	"CUMMINGS, ELIJAH E."	"alexander_bryant"	4786	77036	0.06212679669260979	0	0		0			0
"201232181"	2012	"3218"	"new york"	0	1	1	1	1	5	52.18000030517578	47.20000076293945	1	"HAYWORTH, NAN"	"alexander_matthew_c"	1857	15522	0.1196366474032402	0	0		0			0
"201843350"	2018	"4335"	"texas"	1	0	0	0	0	2	32.23999786376953	33.36000061035156	1	"DOGGETT, LLOYD"	"alexander_sherrill_kenneth"	6264	13412	0.4670444428920746	0	0		0			0
"201840051"	2018	"4005"	"south carolina"	0	1	0	2	0	4	40.369998931884766	39.54999923706055	1	"NORMAN, RALPH"	"ali_mark"	3722	27763	0.13406331837177277	0	0		0			0
"201637050"	2016	"3705"	"oregon"	1	0	0	0	1	4	47.72999954223633	42.22999954223633	1	"SCHRADER, KURT"	"allan_seth"	10779	70491	0.1529131382703781	0	0		0			0
"201843241"	2018	"4324"	"texas"	0	1	0	0	0	4	46.7400016784668	41.18000030517578	1	"MARCHANT, KENNY E."	"allen_edward_todd"	5574	27876	0.1999569535255432	0	0		0			0
"201622010"	2016	"2201"	"michigan"	3	0	0	9	0	3	61.27000045776367	53.52000045776367	1	"BENISHEK, DAN"	"allen_jason"	25607	87052	0.2941575050354004	0	0		0			0
"201233040"	2012	"3304"	"north carolina"	1	0	1	0	2	3	27.730003356933594	42.79999923706055	1	"PRICE, DAVID E."	"allen_jim"	10430	30306	0.34415626525878906	0	0		0			0
"201810071_p"	2018	"1007"	"georgia"	0	1	0	0	0	6	46.720001220703125	39.619998931884766	1	"WOODALL, ROB"	"allen_kathleen"	3500	31752	0.11022927612066269	0	0		1			1
"201210020_r"	2012	"1002"	"georgia"	1	0	1	0	0	2	41.04999923706055	48.599998474121094	1	"BISHOP, SANFORD B. JR."	"allen_rick"	2217	4922	0.4504266679286957	0	0		0			2
"201210020_p"	2012	"1002"	"georgia"	1	0	1	0	0	3	41.04999923706055	48.599998474121094	1	"BISHOP, SANFORD B. JR."	"allen_rick"	11312	26969	0.41944456100463867	0	0		0			1
"201810120"	2018	"1012"	"georgia"	0	0	0	0	0	2	58.29999923706055	61.599998474121094	1	"ALLEN, RICK"	"allen_rick"	37776	49714	0.7598664164543152	1	1		0	2	30	0
"201410120"	2014	"1012"	"georgia"	1	0	0	0	0	5	55.959999084472656	46.29999923706055	1	"BARROW, JOHN"	"allen_rick_w"	25093	46477	0.5399014353752136	1	0		0			0
"201210120_p"	2012	"1012"	"georgia"	1	0	1	0	0	4	55.959999084472656	43.400001525878906	1	"BARROW, JOHN"	"allen_rick_w"	15436	60050	0.2570524513721466	0	0		0			1
"201210120_r"	2012	"1012"	"georgia"	1	0	1	0	0	2	55.959999084472656	43.400001525878906	1	"BARROW, JOHN"	"allen_rick_w"	13626	27411	0.49709969758987427	0	0		0			2
"201610120"	2016	"1012"	"georgia"	0	0	0	1	0	2	58.29999923706055	54.75	1	"ALLEN, RICK W."	"allen_rick_w"	46686	59127	0.7895885109901428	1	1		0	2	30	0
"201224030"	2012	"2403"	"mississippi"	0	0	1	0	0	2	60.540000915527344	68.5999984741211	1	"HARPER, GREGG"	"allen_robert"	7027	85762	0.0819360539317131	0	0		0			0
"201621090"	2016	"2109"	"massachusetts"	1	0	0	0	2	2	44.33000183105469	45.02000045776367	1	"KEATING, WILLIAM R."	"alliegro_mark_c"	12467	20154	0.6185868978500366	1	0		0			0
"201421090"	2014	"2109"	"massachusetts"	1	0	0	0	2	4	43.709999084472656	35.400001525878906	1	"KEATING, WILLIAM R."	"alliegro_mark_c"	9049	29575	0.30596786737442017	0	0		0			0
"201833010"	2018	"3301"	"north carolina"	1	0	0	0	2	1	31.12000274658203	29.68000030517578	0	"BUTTERFIELD, GEORGE K. ���G.K.���"	"allison_roger"	1	1	1.0	1	0		0			0
"201830110"	2018	"3011"	"new jersey"	3	0	0	9	4	5	50.470001220703125	59.880001068115234	1	"FRELINGHUYSEN, RODNEY"	"allocco_patrick"	1680	41003	0.04097261279821396	0	0		0			0
"201843321_p"	2018	"4332"	"texas"	0	1	0	0	0	7	51.0		1	"SESSIONS, PETE"	"allred_colin"	15498	40332	0.3842606246471405	0	0		0			1
"201843321_r"	2018	"4332"	"texas"	0	1	0	0	0	2	51.0		1	"SESSIONS, PETE"	"allred_colin"	15823	22815	0.6935349702835083	1	0		0			2
"201428021"	2014	"2802"	"nevada"	0	1	0	0	1	4	45.849998474121094	38.599998474121094	1	"AMODEI, MARK E."	"alm_vance"	3225	21399	0.15070797502994537	0	0		0			0
"201628021"	2016	"2802"	"nevada"	0	1	0	0	1	3	43.290000915527344	29.81999969482422	1	"AMODEI, MARK"	"alm_vance"	4803	25119	0.1912098377943039	0	0		0			0
"201828021"	2018	"2802"	"nevada"	0	1	0	0	1	6	43.290000915527344	38.779998779296875	1	"AMODEI, MARK"	"alm_vance"	4784	36175	0.13224603235721588	0	0		0			0
"201814090"	2018	"1409"	"indiana"	0	0	0	1	0	2	64.11000061035156	57.22999954223633	1	"HOLLINGSWORTH, TREY"	"alspach_james_dean"	13449	60341	0.22288328409194946	0	0		0			0
"201238121"	2012	"3812"	"pennsylvania"	1	1	1	1	1	2	41.439998626708984	53.900001525878906	1	"ALTMIRE, JASON"	"altmire_jason"	30895	63455	0.48688048124313354	0	1		0	2	30	0
"201232010"	2012	"3201"	"new york"	1	0	1	0	1	2	49.75	49.0	1	"BISHOP, TIM"	"altschuler_randy"	7394	8560	0.8637850284576416	1	0		0			0
"201811021"	2018	"1102"	"hawaii"	1	1	0	0	0	3	67.47000122070312	81.16000366210938	1	"GABBARD, TULSI"	"alu_campagna_sheryl"	13947	113304	0.1230936273932457	0	0		1			0
"201243351"	2012	"4335"	"texas"	1	1	1	0	0	3	64.55000305175781		1	"DOGGETT, LLOYD"	"alvarado_maria_luisa"	1105	19876	0.055594686418771744	0	0		1			0
"201220080"	2012	"2008"	"maryland"	1	0	1	0	1	4	36.79999923706055	25.5	1	"VAN HOLLEN, CHRIS"	"alzona_gus"	2542	28872	0.08804377913475037	0	0		0			0
"201422030"	2014	"2203"	"michigan"	0	0	0	0	0	2	53.689998626708984	54.400001525878906	1	"AMASH, JUSTIN"	"amash_justin"	39706	69128	0.5743837356567383	1	1		0	2	30	0
"201622030"	2016	"2203"	"michigan"	0	0	0	0	0	1	55.0099983215332	59.75	0	"AMASH, JUSTIN"	"amash_justin"	55889	55889	1.0	1	1		0	2	30	0
"201222030"	2012	"2203"	"michigan"	0	0	1	1	0	2	53.689998626708984	61.400001525878906	1	"AMASH, JUSTIN"	"amash_justin"	51113	51129	0.9996870756149292	1	1		0	2	30	0
"201822030"	2018	"2203"	"michigan"	0	0	0	0	0	1	55.0099983215332	61.31999969482422	0	"AMASH, JUSTIN"	"amash_justin"	69817	69869	0.9992557764053345	1	1		0	2	30	0
"201801020_p"	2018	"0102"	"alabama"	0	0	0	0	0	5	66.29000091552734	54.619998931884766	1	"ROBY, MARTHA"	"amason_thomas"	5763	94181	0.061190687119960785	0	0		0			1
"201821011"	2018	"2101"	"massachusetts"	1	1	0	0	2	2	61.04999923706055		1	"NEAL, RICHARD E."	"amatul-wadud_tahirah"	20565	70354	0.29230746626853943	0	0		1			0
"201443360_p"	2014	"4336"	"texas"	3	0	0	9	0	12	74.01000213623047	72.69999694824219	1	"STOCKMAN, STEVE"	"amdur_john"	1470	51533	0.02852541022002697	0	0		0			1
"201848030"	2018	"4803"	"west virginia"	3	0	0	9	2	7	75.68000030517578	73.9000015258789	1		"amjad_ayne"	2795	37470	0.07459300756454468	0	0		1			0
"201628020"	2016	"2802"	"nevada"	0	0	0	0	1	1	56.709999084472656	70.18000030517578	0	"AMODEI, MARK"	"amodei_mark"	1	1	1.0	1	1		0	2	30	0
"201828020"	2018	"2802"	"nevada"	0	0	0	0	1	4	56.709999084472656	61.220001220703125	1	"AMODEI, MARK"	"amodei_mark"	42351	59076	0.7168900966644287	1	1		0	2	30	0
"201228020"	2012	"2802"	"nevada"	0	0	1	2	1	1	54.150001525878906	66.0	0	"AMODEI, MARK"	"amodei_mark"	1	1	1.0	1	1		0	2	30	0
"201428020"	2014	"2802"	"nevada"	0	0	0	0	1	1	54.150001525878906	61.400001525878906	0	"AMODEI, MARK E."	"amodei_mark_e"	1	1	1.0	1	1		0	2	30	0
"201442071"	2014	"4207"	"tennessee"	0	1	0	0	0	2	33.369998931884766	25.200000762939453	1	"BLACKBURN, MARSHA"	"amouzouvik_credo"	4751	25017	0.1899108588695526	0	0		0			0
"201242071"	2012	"4207"	"tennessee"	0	1	1	0	0	1	33.369998931884766	25.5	0	"BLACKBURN, MARSHA"	"amouzouvik_credo"	10436	10436	1.0	1	0		0			0
"201211010"	2012	"1101"	"hawaii"	1	0	1	1	0	3	29.37999725341797	46.79999923706055	1	"HANABUSA, COLLEEN"	"amsterdam_c_kaui_jochanan"	799	27159	0.029419345781207085	0	0		0			0
"201843210_p"	2018	"4321"	"texas"	3	0	0	9	0	18	55.2599983215332	61.0	1	"SMITH, LAMAR"	"andaraz_ivan_a"	96	71789	0.001337252208031714	0	0		0			1
"201610030_p"	2016	"1003"	"georgia"	3	0	0	9	0	7	66.22000122070312		1	"WESTMORELAND, LYNN A."	"anders_samuel"	1657	57869	0.028633637353777885	0	0		0			1
"201620081"	2016	"2008"	"maryland"	2	1	0	9	1	9	67.63999938964844	60.880001068115234	1	"VAN HOLLEN, CHRIS JR."	"anderson_david_m"	1511	130403	0.011587156914174557	0	0		0			0
"201213141"	2012	"1314"	"illinois"	0	1	1	1	0	2	44.91999816894531	46.70000076293945	1	"HULTGREN, RANDY"	"anderson_dennis"	9344	12602	0.7414696216583252	1	0		0			0
"201413141"	2014	"1314"	"illinois"	0	1	0	0	0	2	44.91999816894531	41.20000076293945	1	"HULTGREN, RANDY"	"anderson_dennis"	5184	7875	0.6582857370376587	1	0		0			0
"201228040"	2012	"2804"	"nevada"	4	0	1	9	1	9	44.54999923706055		1		"anderson_diana_r"	607	24136	0.025149155408143997	0	0		1			0
"201233031"	2012	"3303"	"north carolina"	0	1	1	0	2	1	41.40999984741211	26.399999618530273	0	"JONES, WALTER B. JR."	"anderson_erik"	1	1	1.0	1	0		0			0
"201222131"	2012	"2213"	"michigan"	1	1	1	0	0	5	85.62999725341797	79.4000015258789	1	"CONYERS, JOHN JR."	"anderson_glenn"	12586	69257	0.18172892928123474	0	0		0			0
"201411011"	2014	"1101"	"hawaii"	2	1	0	9	0	7	70.62000274658203	54.599998474121094	1	"HANABUSA, COLLEEN"	"anderson_ikaika"	7937	118575	0.06693653762340546	0	0		0			0
"201214050"	2012	"1405"	"indiana"	3	0	1	9	0	8	58.54999923706055	71.0	1	"BURTON, DAN"	"anderson_jason"	1036	104123	0.009949770756065845	0	0		0			0
"201223081"	2012	"2308"	"minnesota"	0	1	1	1	0	3	52.810001373291016	49.20000076293945	1	"CRAVAACK, CHIP"	"anderson_jeff"	16035	54429	0.29460397362709045	0	0		0			0
"201824041"	2018	"2404"	"mississippi"	0	1	0	0	0	1	28.889999389648438	29.940000534057617	0	"PALAZZO, STEVEN"	"anderson_jeramey"	14560	14560	1.0	1	0		0	1		0
"201435100"	2014	"3510"	"ohio"	0	0	0	0	0	2	50.970001220703125	61.400001525878906	1	"TURNER, MICHAEL R."	"anderson_john"	8214	40764	0.20150132477283478	0	0		0			0
"201835100"	2018	"3510"	"ohio"	0	0	0	0	0	3	53.83000183105469	66.2300033569336	1	"TURNER, MICHAEL R."	"anderson_john"	6192	53932	0.1148112416267395	0	0		0			0
"201442040"	2014	"4204"	"tennessee"	0	0	0	0	0	7	66.36000061035156	55.79999923706055	1	"DESJARLAIS, SCOTT"	"anderson_john"	4592	77504	0.059248555451631546	0	0		0			0
"201235100"	2012	"3510"	"ohio"	0	0	1	0	0	3	50.970001220703125	68.5999984741211	1	"TURNER, MICHAEL"	"anderson_john"	14435	81848	0.1763634979724884	0	0		0			0
"201823051"	2018	"2305"	"minnesota"	2	1	0	0	0	6	79.93000030517578	75.5999984741211	1	"ELLISON, KEITH"	"anderson_kelliher_margaret"	41156	135317	0.30414506793022156	0	0		1			0
"201210120_p"	2012	"1012"	"georgia"	1	0	1	0	0	4	55.959999084472656	43.400001525878906	1	"BARROW, JOHN"	"anderson_lee"	20551	60050	0.34223148226737976	0	0		0			1
"201210120_r"	2012	"1012"	"georgia"	1	0	1	0	0	2	55.959999084472656	43.400001525878906	1	"BARROW, JOHN"	"anderson_lee"	13785	27411	0.5029003024101257	1	0		0	1		2
"201227020"	2012	"2702"	"nebraska"	0	0	1	0	2	5	53.650001525878906	61.400001525878906	1	"TERRY, LEE"	"anderson_paul"	1051	47093	0.022317541763186455	0	0		0			0
"201813061"	2018	"1306"	"illinois"	0	1	0	0	0	7	53.75	40.779998779296875	1	"ROSKAM, PETER J."	"anderson_wilkins_becky"	4001	67013	0.05970483273267746	0	0		1			0
"201433070"	2014	"3307"	"north carolina"	2	0	0	9	2	3	59.7400016784668	49.900001525878906	1	"MCINTYRE, MIKE"	"andrade_chris"	3000	43399	0.06912601739168167	0	0		0			0
"201832231"	2018	"3223"	"new york"	0	1	0	0	1	5	42.13999938964844	42.40999984741211	1	"REED, THOMAS W. II"	"andrei_linda"	3603	23501	0.15331262350082397	0	0		0			0
"201825061"	2018	"2506"	"missouri"	0	1	0	0	0	3	33.439998626708984	29.489999771118164	1	"GRAVES, SAMUEL B. JR."	"andres_ed"	14466	52251	0.2768559455871582	0	0		0			0
"201214020"	2012	"1402"	"indiana"	2	0	1	9	0	2	57.130001068115234	49.29999923706055	1	"DONNELLY, JOE"	"andrews_greg"	17522	64395	0.27210187911987305	0	0		0			0
"201829011"	2018	"2901"	"new hampshire"	2	1	0	9	4	11	49.15999984741211	50.77000045776367	1	"SHEA-PORTER, CAROL"	"andrews_naomi"	4546	64573	0.07040093839168549	0	0		1			0
"201243071_p"	2012	"4307"	"texas"	0	1	1	0	0	3	39.189998626708984		1	"CULBERSON, JOHN"	"andrews_phillip"	1876	7134	0.2629660665988922	0	0		0			1
"201230011"	2012	"3001"	"new jersey"	1	1	1	0	4	2	65.81999969482422	64.0	1	"ANDREWS, ROBERT E."	"andrews_robert_e"	21318	24115	0.8840140700340271	1	1		0	2	30	0
"201828020"	2018	"2802"	"nevada"	0	0	0	0	1	4	56.709999084472656	61.220001220703125	1	"AMODEI, MARK"	"angle_sharron_e"	10837	59076	0.1834416687488556	0	0		1			0
"201820030"	2018	"2003"	"maryland"	1	0	0	0	1	3	33.790000915527344	34.900001525878906	1	"SARBANES, JOHN P."	"anthony_charles"	6935	15911	0.4358619749546051	1	0		0			0
"201828041"	2018	"2804"	"nevada"	2	1	0	9	1	6	52.599998474121094	52.150001525878906	1	"KIHUEN, RUBEN"	"anzalone_john"	2134	36817	0.05796235427260399	0	0		0			0
"201415031"	2014	"1503"	"iowa"	3	1	0	9	4	1	52.130001068115234	45.5	0	"LATHAM, TOM"	"appel_staci"	9233	9308	0.9919424057006836	1	0		1	1		0
"201825061"	2018	"2506"	"missouri"	0	1	0	0	0	3	33.439998626708984	29.489999771118164	1	"GRAVES, SAMUEL B. JR."	"apple_winston"	16094	52251	0.3080132305622101	0	0		0			0
"201838051"	2018	"3805"	"pennsylvania"	3	1	1	9	1	10	64.54000091552734		1		"arata_larry_iii"	925	60691	0.015241139568388462	0	0		0			0
"201628041"	2016	"2804"	"nevada"	0	1	0	1	1	8	52.599998474121094	48.529998779296875	1	"HARDY, CRESENT"	"arberry_morse_jr"	1902	30602	0.06215279921889305	0	0		0			0
"201422010"	2014	"2201"	"michigan"	0	0	0	0	0	2	54.20000076293945	50.29999923706055	1	"BENISHEK, DAN"	"arcand_alan"	21497	71037	0.3026169538497925	0	0		0			0
"201837041"	2018	"3704"	"oregon"	1	1	0	0	1	2	50.04999923706055	58.310001373291016	1	"DEFAZIO, PETER A."	"arcangel_daniel"	6672	85964	0.07761388272047043	0	0		0			0
"201215020"	2012	"1502"	"iowa"	1	0	1	0	4	2	43.349998474121094	47.400001525878906	1	"LOEBSACK, DAVE"	"archer_john"	16604	27436	0.6051902770996094	1	0		0	1		0
"201639021"	2016	"3902"	"rhode island"	1	1	0	0	2	3	53.72999954223633	62.349998474121094	1	"LANGEVIN, JAMES R."	"archer_steven"	4768	25374	0.18790888786315918	0	0		0			0
"201833110"	2018	"3311"	"north carolina"	0	0	0	0	2	2	65.1199951171875	64.08999633789062	1	"MEADOWS, MARK"	"archerd_chuck"	5639	41304	0.13652430474758148	0	0		0			0
"201632120"	2016	"3212"	"new york"	1	0	0	0	1	1	13.949996948242188	20.059999465942383	0	"MALONEY, CAROLYN B."	"ardini_robert"	1	1	1.0	1	0		0			0
"201803030"	2018	"0303"	"arizona"	1	0	0	0	2	3	34.25		1	"GRIJALVA, RAUL M."	"arellano_sergio"	7400	26246	0.2819477319717407	0	0		0			0
"201438131"	2014	"3813"	"pennsylvania"	2	1	0	0	1	4	66.80000305175781	69.0999984741211	1	"SCHWARTZ, ALLYSON Y."	"arkoosh_valerie"	9386	61014	0.1538335531949997	0	0		1			0
"201610040"	2016	"1004"	"georgia"	1	0	0	0	0	1	22.769996643066406		0	"JOHNSON, HENRY C. ���HANK���"	"armendariz_victor"	10260	10260	1.0	1	0		0			0
"201834010"	2018	"3401"	"north dakota"	3	0	0	0	0	4	69.80999755859375	74.43000030517578	1	"CRAMER, KEVIN"	"armstrong_kelly"	37364	66465	0.5621605515480042	1	0		0	1		0
"201420050"	2014	"2005"	"maryland"	1	0	0	0	1	3	32.790000915527344	28.5	1	"HOYER, STENY H."	"arness_mark_kenneth"	6050	19561	0.309288889169693	0	0		0			0
